timestep,electricity_kW,heat_kW
1360,50.0,90.0
1361,50.0,90.0
1362,60.0,100.0
1363,60.0,100.0
1364,60.0,100.0
1365,60.0,100.0
1366,50.0,100.0
1367,50.0,100.0
1368,40.0,120.0
1369,40.0,120.0
1370,40.0,120.0
1371,40.0,120.0
1372,40.0,120.0
1373,40.0,120.0
1374,50.0,100.0
1375,52.5,100.0
1376,55.0,100.0
1377,57.5,100.0
1378,60.0,100.0
1379,50.0,90.0
1380,50.0,90.0
1381,50.0,90.0
1382,50.0,90.0
1383,50.0,90.0
1384,50.0,90.0
1385,50.0,90.0
1386,60.0,100.0
1387,60.0,100.0
1388,60.0,100.0
1389,60.0,100.0
1390,50.0,100.0
1391,50.0,100.0
1392,40.0,120.0
1393,40.0,120.0
1394,40.0,120.0
1395,40.0,120.0
1396,40.0,120.0
1397,40.0,120.0
1398,50.0,100.0
1399,52.5,100.0
1400,55.0,100.0
1401,57.5,100.0
1402,60.0,100.0
1403,50.0,90.0
1404,50.0,90.0
1405,50.0,90.0
1406,50.0,90.0
1407,50.0,90.0
1408,50.0,90.0
1409,50.0,90.0
1410,60.0,100.0
1411,60.0,100.0
1412,60.0,100.0
1413,60.0,100.0
1414,50.0,100.0
1415,50.0,100.0
1416,40.0,120.0
1417,40.0,120.0
1418,40.0,120.0
1419,40.0,120.0
1420,40.0,120.0
1421,40.0,120.0
1422,50.0,100.0
1423,52.5,100.0
1424,55.0,100.0
1425,57.5,100.0
1426,60.0,100.0
1427,50.0,90.0
1428,50.0,90.0
1429,50.0,90.0
1430,50.0,90.0
1431,50.0,90.0
1432,50.0,90.0
1433,50.0,90.0
1434,60.0,100.0
1435,60.0,100.0
1436,60.0,100.0
1437,60.0,100.0
1438,50.0,100.0
1439,50.0,100.0
1440,40.0,120.0
1441,40.0,120.0
1442,40.0,120.0
1443,40.0,120.0
1444,40.0,120.0
1445,40.0,120.0
1446,50.0,100.0
1447,52.5,100.0
1448,55.0,100.0
1449,57.5,100.0
1450,60.0,100.0
1451,50.0,90.0
1452,50.0,90.0
1453,50.0,90.0
1454,50.0,90.0
1455,50.0,90.0
1456,50.0,90.0
1457,50.0,90.0
1458,60.0,100.0
1459,60.0,100.0
1460,60.0,100.0
1461,60.0,100.0
1462,50.0,100.0
1463,50.0,100.0
1464,40.0,120.0
1465,40.0,120.0
1466,40.0,120.0
1467,40.0,120.0
1468,40.0,120.0
1469,40.0,120.0
1470,50.0,100.0
1471,52.5,100.0
1472,55.0,100.0
1473,57.5,100.0
1474,60.0,100.0
1475,50.0,90.0
1476,50.0,90.0
1477,50.0,90.0
1478,50.0,90.0
1479,50.0,90.0
1480,50.0,90.0
1481,50.0,90.0
1482,60.0,100.0
1483,60.0,100.0
1484,60.0,100.0
1485,60.0,100.0
1486,50.0,100.0
1487,50.0,100.0
1488,40.0,120.0
1489,40.0,120.0
1490,40.0,120.0
1491,40.0,120.0
1492,40.0,120.0
1493,40.0,120.0
1494,50.0,100.0
1495,52.5,100.0
1496,55.0,100.0
1497,57.5,100.0
1498,60.0,100.0
1499,50.0,90.0
1500,50.0,90.0
1501,50.0,90.0
1502,50.0,90.0
1503,50.0,90.0
1504,50.0,90.0
1505,50.0,90.0
1506,60.0,100.0
1507,60.0,100.0
1508,60.0,100.0
1509,60.0,100.0
1510,50.0,100.0
1511,50.0,100.0
1512,40.0,120.0
1513,40.0,120.0
1514,40.0,120.0
1515,40.0,120.0
1516,40.0,120.0
1517,40.0,120.0
1518,50.0,100.0
1519,52.5,100.0
1520,55.0,100.0
1521,57.5,100.0
1522,60.0,100.0
1523,50.0,90.0
1524,50.0,90.0
1525,50.0,90.0
1526,50.0,90.0
1527,50.0,90.0
1528,50.0,90.0
1529,50.0,90.0
1530,60.0,100.0
1531,60.0,100.0
1532,60.0,100.0
1533,60.0,100.0
1534,50.0,100.0
1535,50.0,100.0
1536,40.0,120.0
1537,40.0,120.0
1538,40.0,120.0
1539,40.0,120.0
1540,40.0,120.0
1541,40.0,120.0
1542,50.0,100.0
1543,52.5,100.0
1544,55.0,100.0
1545,57.5,100.0
1546,60.0,100.0
1547,50.0,90.0
1548,50.0,90.0
1549,50.0,90.0
1550,50.0,90.0
1551,50.0,90.0
1552,50.0,90.0
1553,50.0,90.0
1554,60.0,100.0
1555,60.0,100.0
1556,60.0,100.0
1557,60.0,100.0
1558,50.0,100.0
1559,50.0,100.0
1560,40.0,120.0
1561,40.0,120.0
1562,40.0,120.0
1563,40.0,120.0
1564,40.0,120.0
1565,40.0,120.0
1566,50.0,100.0
1567,52.5,100.0
1568,55.0,100.0
1569,57.5,100.0
1570,60.0,100.0
1571,50.0,90.0
1572,50.0,90.0
1573,50.0,90.0
1574,50.0,90.0
1575,50.0,90.0
1576,50.0,90.0
1577,50.0,90.0
1578,60.0,100.0
1579,60.0,100.0
1580,60.0,100.0
1581,60.0,100.0
1582,50.0,100.0
1583,50.0,100.0
1584,40.0,120.0
1585,40.0,120.0
1586,40.0,120.0
1587,40.0,120.0
1588,40.0,120.0
1589,40.0,120.0
1590,50.0,100.0
1591,52.5,100.0
1592,55.0,100.0
1593,57.5,100.0
1594,60.0,100.0
1595,50.0,90.0
1596,50.0,90.0
1597,50.0,90.0
1598,50.0,90.0
1599,50.0,90.0
1600,50.0,90.0
1601,50.0,90.0
1602,60.0,100.0
1603,60.0,100.0
1604,60.0,100.0
1605,60.0,100.0
1606,50.0,100.0
1607,50.0,100.0
1608,40.0,120.0
1609,40.0,120.0
1610,40.0,120.0
1611,40.0,120.0
1612,40.0,120.0
1613,40.0,120.0
1614,50.0,100.0
1615,52.5,100.0
1616,55.0,100.0
1617,57.5,100.0
1618,60.0,100.0
1619,50.0,90.0
1620,50.0,90.0
1621,50.0,90.0
1622,50.0,90.0
1623,50.0,90.0
1624,50.0,90.0
1625,50.0,90.0
1626,60.0,100.0
1627,60.0,100.0
1628,60.0,100.0
1629,60.0,100.0
1630,50.0,100.0
1631,50.0,100.0
1632,40.0,120.0
1633,40.0,120.0
1634,40.0,120.0
1635,40.0,120.0
1636,40.0,120.0
1637,40.0,120.0
1638,50.0,100.0
1639,52.5,100.0
1640,55.0,100.0
1641,57.5,100.0
1642,60.0,100.0
1643,50.0,90.0
1644,50.0,90.0
1645,50.0,90.0
1646,50.0,90.0
1647,50.0,90.0
1648,50.0,90.0
1649,50.0,90.0
1650,60.0,100.0
1651,60.0,100.0
1652,60.0,100.0
1653,60.0,100.0
1654,50.0,100.0
1655,50.0,100.0
1656,40.0,120.0
1657,40.0,120.0
1658,40.0,120.0
1659,40.0,120.0
1660,40.0,120.0
1661,40.0,120.0
1662,50.0,100.0
1663,52.5,100.0
1664,55.0,100.0
1665,57.5,100.0
1666,60.0,100.0
1667,50.0,90.0
1668,50.0,90.0
1669,50.0,90.0
1670,50.0,90.0
1671,50.0,90.0
1672,50.0,90.0
1673,50.0,90.0
1674,60.0,100.0
1675,60.0,100.0
1676,60.0,100.0
1677,60.0,100.0
1678,50.0,100.0
1679,50.0,100.0
1680,40.0,120.0
1681,40.0,120.0
1682,40.0,120.0
1683,40.0,120.0
1684,40.0,120.0
1685,40.0,120.0
1686,50.0,100.0
1687,52.5,100.0
1688,55.0,100.0
1689,57.5,100.0
1690,60.0,100.0
1691,50.0,90.0
1692,50.0,90.0
1693,50.0,90.0
1694,50.0,90.0
1695,50.0,90.0
1696,50.0,90.0
1697,50.0,90.0
1698,60.0,100.0
1699,60.0,100.0
1700,60.0,100.0
1701,60.0,100.0
1702,50.0,100.0
1703,50.0,100.0
1704,40.0,120.0
1705,40.0,120.0
1706,40.0,120.0
1707,40.0,120.0
1708,40.0,120.0
1709,40.0,120.0
1710,50.0,100.0
1711,52.5,100.0
1712,55.0,100.0
1713,57.5,100.0
1714,60.0,100.0
1715,50.0,90.0
1716,50.0,90.0
1717,50.0,90.0
1718,50.0,90.0
1719,50.0,90.0
1720,50.0,90.0
1721,50.0,90.0
1722,60.0,100.0
1723,60.0,100.0
1724,60.0,100.0
1725,60.0,100.0
1726,50.0,100.0
1727,50.0,100.0
1728,40.0,120.0
1729,40.0,120.0
1730,40.0,120.0
1731,40.0,120.0
1732,40.0,120.0
1733,40.0,120.0
1734,50.0,100.0
1735,52.5,100.0
1736,55.0,100.0
1737,57.5,100.0
1738,60.0,100.0
1739,50.0,90.0
1740,50.0,90.0
1741,50.0,90.0
1742,50.0,90.0
1743,50.0,90.0
1744,50.0,90.0
1745,50.0,90.0
1746,60.0,100.0
1747,60.0,100.0
1748,60.0,100.0
1749,60.0,100.0
1750,50.0,100.0
1751,50.0,100.0
1752,40.0,120.0
1753,40.0,120.0
1754,40.0,120.0
1755,40.0,120.0
1756,40.0,120.0
1757,40.0,120.0
1758,50.0,100.0
1759,52.5,100.0
1760,55.0,100.0
1761,57.5,100.0
1762,60.0,100.0
1763,50.0,90.0
1764,50.0,90.0
1765,50.0,90.0
1766,50.0,90.0
1767,50.0,90.0
1768,50.0,90.0
1769,50.0,90.0
1770,60.0,100.0
1771,60.0,100.0
1772,60.0,100.0
1773,60.0,100.0
1774,50.0,100.0
1775,50.0,100.0
1776,40.0,120.0
1777,40.0,120.0
1778,40.0,120.0
1779,40.0,120.0
1780,40.0,120.0
1781,40.0,120.0
1782,50.0,100.0
1783,52.5,100.0
1784,55.0,100.0
1785,57.5,100.0
1786,60.0,100.0
1787,50.0,90.0
1788,50.0,90.0
1789,50.0,90.0
1790,50.0,90.0
1791,50.0,90.0
1792,50.0,90.0
1793,50.0,90.0
1794,60.0,100.0
1795,60.0,100.0
1796,60.0,100.0
1797,60.0,100.0
1798,50.0,100.0
1799,50.0,100.0
1800,40.0,120.0
1801,40.0,120.0
1802,40.0,120.0
1803,40.0,120.0
1804,40.0,120.0
1805,40.0,120.0
1806,50.0,100.0
1807,52.5,100.0
1808,55.0,100.0
1809,57.5,100.0
1810,60.0,100.0
1811,50.0,90.0
1812,50.0,90.0
1813,50.0,90.0
1814,50.0,90.0
1815,50.0,90.0
1816,50.0,90.0
1817,50.0,90.0
1818,60.0,100.0
1819,60.0,100.0
1820,60.0,100.0
1821,60.0,100.0
1822,50.0,100.0
1823,50.0,100.0
1824,40.0,120.0
1825,40.0,120.0
1826,40.0,120.0
1827,40.0,120.0
1828,40.0,120.0
1829,40.0,120.0
1830,50.0,100.0
1831,52.5,100.0
1832,55.0,100.0
1833,57.5,100.0
1834,60.0,100.0
1835,50.0,90.0
1836,50.0,90.0
1837,50.0,90.0
1838,50.0,90.0
1839,50.0,90.0
1840,50.0,90.0
1841,50.0,90.0
1842,60.0,100.0
1843,60.0,100.0
1844,60.0,100.0
1845,60.0,100.0
1846,50.0,100.0
1847,50.0,100.0
1848,40.0,120.0
1849,40.0,120.0
1850,40.0,120.0
1851,40.0,120.0
1852,40.0,120.0
1853,40.0,120.0
1854,50.0,100.0
1855,52.5,100.0
1856,55.0,100.0
1857,57.5,100.0
1858,60.0,100.0
1859,50.0,90.0
1860,50.0,90.0
1861,50.0,90.0
1862,50.0,90.0
1863,50.0,90.0
1864,50.0,90.0
1865,50.0,90.0
1866,60.0,100.0
1867,60.0,100.0
1868,60.0,100.0
1869,60.0,100.0
1870,50.0,100.0
1871,50.0,100.0
1872,40.0,120.0
1873,40.0,120.0
1874,40.0,120.0
1875,40.0,120.0
1876,40.0,120.0
1877,40.0,120.0
1878,50.0,100.0
1879,52.5,100.0
1880,55.0,100.0
1881,57.5,100.0
1882,60.0,100.0
1883,50.0,90.0
1884,50.0,90.0
1885,50.0,90.0
1886,50.0,90.0
1887,50.0,90.0
1888,50.0,90.0
1889,50.0,90.0
1890,60.0,100.0
1891,60.0,100.0
1892,60.0,100.0
1893,60.0,100.0
1894,50.0,100.0
1895,50.0,100.0
1896,40.0,120.0
1897,40.0,120.0
1898,40.0,120.0
1899,40.0,120.0
1900,40.0,120.0
1901,40.0,120.0
1902,50.0,100.0
1903,52.5,100.0
1904,55.0,100.0
1905,57.5,100.0
1906,60.0,100.0
1907,50.0,90.0
1908,50.0,90.0
1909,50.0,90.0
1910,50.0,90.0
1911,50.0,90.0
1912,50.0,90.0
1913,50.0,90.0
1914,60.0,100.0
1915,60.0,100.0
1916,60.0,100.0
1917,60.0,100.0
1918,50.0,100.0
1919,50.0,100.0
1920,40.0,120.0
1921,40.0,120.0
1922,40.0,120.0
1923,40.0,120.0
1924,40.0,120.0
1925,40.0,120.0
1926,50.0,100.0
1927,52.5,100.0
1928,55.0,100.0
1929,57.5,100.0
1930,60.0,100.0
1931,50.0,90.0
1932,50.0,90.0
1933,50.0,90.0
1934,50.0,90.0
1935,50.0,90.0
1936,50.0,90.0
1937,50.0,90.0
1938,60.0,100.0
1939,60.0,100.0
1940,60.0,100.0
1941,60.0,100.0
1942,50.0,100.0
1943,50.0,100.0
1944,40.0,120.0
1945,40.0,120.0
1946,40.0,120.0
1947,40.0,120.0
1948,40.0,120.0
1949,40.0,120.0
1950,50.0,100.0
1951,52.5,100.0
1952,55.0,100.0
1953,57.5,100.0
1954,60.0,100.0
1955,50.0,90.0
1956,50.0,90.0
1957,50.0,90.0
1958,50.0,90.0
1959,50.0,90.0
1960,50.0,90.0
1961,50.0,90.0
1962,60.0,100.0
1963,60.0,100.0
1964,60.0,100.0
1965,60.0,100.0
1966,50.0,100.0
1967,50.0,100.0
1968,40.0,120.0
1969,40.0,120.0
1970,40.0,120.0
1971,40.0,120.0
1972,40.0,120.0
1973,40.0,120.0
1974,50.0,100.0
1975,52.5,100.0
1976,55.0,100.0
1977,57.5,100.0
1978,60.0,100.0
1979,50.0,90.0
1980,50.0,90.0
1981,50.0,90.0
1982,50.0,90.0
1983,50.0,90.0
1984,50.0,90.0
1985,50.0,90.0
1986,60.0,100.0
1987,60.0,100.0
1988,60.0,100.0
1989,60.0,100.0
1990,50.0,100.0
1991,50.0,100.0
1992,40.0,120.0
1993,40.0,120.0
1994,40.0,120.0
1995,40.0,120.0
1996,40.0,120.0
1997,40.0,120.0
1998,50.0,100.0
1999,52.5,100.0
2000,55.0,100.0
2001,57.5,100.0
2002,60.0,100.0
2003,50.0,90.0
2004,50.0,90.0
2005,50.0,90.0
2006,50.0,90.0
2007,50.0,90.0
2008,50.0,90.0
2009,50.0,90.0
2010,60.0,100.0
2011,60.0,100.0
2012,60.0,100.0
2013,60.0,100.0
2014,50.0,100.0
2015,50.0,100.0
2016,40.0,120.0
2017,40.0,120.0
2018,40.0,120.0
2019,40.0,120.0
2020,40.0,120.0
2021,40.0,120.0
2022,50.0,100.0
2023,52.5,100.0
2024,55.0,100.0
2025,57.5,100.0
2026,60.0,100.0
2027,50.0,90.0
2028,50.0,90.0
2029,50.0,90.0
2030,50.0,90.0
2031,50.0,90.0
2032,50.0,90.0
2033,50.0,90.0
2034,60.0,100.0
2035,60.0,100.0
2036,60.0,100.0
2037,60.0,100.0
2038,50.0,100.0
2039,50.0,100.0
2040,40.0,120.0
2041,40.0,120.0
2042,40.0,120.0
2043,40.0,120.0
2044,40.0,120.0
2045,40.0,120.0
2046,50.0,100.0
2047,52.5,100.0
2048,55.0,100.0
2049,57.5,100.0
2050,60.0,100.0
2051,50.0,90.0
2052,50.0,90.0
2053,50.0,90.0
2054,50.0,90.0
2055,50.0,90.0
2056,50.0,90.0
2057,50.0,90.0
2058,60.0,100.0
2059,60.0,100.0
2060,60.0,100.0
2061,60.0,100.0
2062,50.0,100.0
2063,50.0,100.0
2064,40.0,120.0
2065,40.0,120.0
2066,40.0,120.0
2067,40.0,120.0
2068,40.0,120.0
2069,40.0,120.0
2070,50.0,100.0
2071,52.5,100.0
2072,55.0,100.0
2073,57.5,100.0
2074,60.0,100.0
2075,50.0,90.0
2076,50.0,90.0
2077,50.0,90.0
2078,50.0,90.0
2079,50.0,90.0
2080,50.0,90.0
2081,50.0,90.0
2082,60.0,100.0
2083,60.0,100.0
2084,60.0,100.0
2085,60.0,100.0
2086,50.0,100.0
2087,50.0,100.0
2088,40.0,120.0
2089,40.0,120.0
2090,40.0,120.0
2091,40.0,120.0
2092,40.0,120.0
2093,40.0,120.0
2094,50.0,100.0
2095,52.5,100.0
2096,55.0,100.0
2097,57.5,100.0
2098,60.0,100.0
2099,50.0,90.0
2100,50.0,90.0
2101,50.0,90.0
2102,50.0,90.0
2103,50.0,90.0
2104,50.0,90.0
2105,50.0,90.0
2106,60.0,100.0
2107,60.0,100.0
2108,60.0,100.0
2109,60.0,100.0
2110,50.0,100.0
2111,50.0,100.0
2112,40.0,120.0
2113,40.0,120.0
2114,40.0,120.0
2115,40.0,120.0
2116,40.0,120.0
2117,40.0,120.0
2118,50.0,100.0
2119,52.5,100.0
2120,55.0,100.0
2121,57.5,100.0
2122,60.0,100.0
2123,50.0,90.0
2124,50.0,90.0
2125,50.0,90.0
2126,50.0,90.0
2127,50.0,90.0
2128,50.0,90.0
2129,50.0,90.0
2130,60.0,100.0
2131,60.0,100.0
2132,60.0,100.0
2133,60.0,100.0
2134,50.0,100.0
2135,50.0,100.0
2136,40.0,120.0
2137,40.0,120.0
2138,40.0,120.0
2139,40.0,120.0
2140,40.0,120.0
2141,40.0,120.0
2142,50.0,100.0
2143,52.5,100.0
2144,55.0,100.0
2145,57.5,100.0
2146,60.0,100.0
2147,50.0,90.0
2148,50.0,90.0
2149,50.0,90.0
2150,50.0,90.0
2151,50.0,90.0
2152,50.0,90.0
2153,50.0,90.0
2154,60.0,100.0
2155,60.0,100.0
2156,60.0,100.0
2157,60.0,100.0
2158,50.0,100.0
2159,50.0,100.0
2160,40.0,120.0
2161,40.0,120.0
2162,40.0,120.0
2163,40.0,120.0
2164,40.0,120.0
2165,40.0,120.0
2166,50.0,100.0
2167,52.5,100.0
2168,55.0,100.0
2169,57.5,100.0
2170,60.0,100.0
2171,50.0,90.0
2172,50.0,90.0
2173,50.0,90.0
2174,50.0,90.0
2175,50.0,90.0
2176,50.0,90.0
2177,50.0,90.0
2178,60.0,100.0
2179,60.0,100.0
2180,60.0,100.0
2181,60.0,100.0
2182,50.0,100.0
2183,50.0,100.0
2184,40.0,120.0
2185,40.0,120.0
2186,40.0,120.0
2187,40.0,120.0
2188,40.0,120.0
2189,40.0,120.0
2190,50.0,100.0
2191,52.5,100.0
2192,55.0,100.0
2193,57.5,100.0
2194,60.0,100.0
2195,50.0,90.0
2196,50.0,90.0
2197,50.0,90.0
2198,50.0,90.0
2199,50.0,90.0
2200,50.0,90.0
2201,50.0,90.0
2202,60.0,100.0
2203,60.0,100.0
2204,60.0,100.0
2205,60.0,100.0
2206,50.0,100.0
2207,50.0,100.0
2208,40.0,120.0
2209,40.0,120.0
2210,40.0,120.0
2211,40.0,120.0
2212,40.0,120.0
2213,40.0,120.0
2214,50.0,100.0
2215,52.5,100.0
2216,55.0,100.0
2217,57.5,100.0
2218,60.0,100.0
2219,50.0,90.0
2220,50.0,90.0
2221,50.0,90.0
2222,50.0,90.0
2223,50.0,90.0
2224,50.0,90.0
2225,50.0,90.0
2226,60.0,100.0
2227,60.0,100.0
2228,60.0,100.0
2229,60.0,100.0
2230,50.0,100.0
2231,50.0,100.0
2232,40.0,120.0
2233,40.0,120.0
2234,40.0,120.0
2235,40.0,120.0
2236,40.0,120.0
2237,40.0,120.0
2238,50.0,100.0
2239,52.5,100.0
2240,55.0,100.0
2241,57.5,100.0
2242,60.0,100.0
2243,50.0,90.0
2244,50.0,90.0
2245,50.0,90.0
2246,50.0,90.0
2247,50.0,90.0
2248,50.0,90.0
2249,50.0,90.0
2250,60.0,100.0
2251,60.0,100.0
2252,60.0,100.0
2253,60.0,100.0
2254,50.0,100.0
2255,50.0,100.0
2256,40.0,120.0
2257,40.0,120.0
2258,40.0,120.0
2259,40.0,120.0
2260,40.0,120.0
2261,40.0,120.0
2262,50.0,100.0
2263,52.5,100.0
2264,55.0,100.0
2265,57.5,100.0
2266,60.0,100.0
2267,50.0,90.0
2268,50.0,90.0
2269,50.0,90.0
2270,50.0,90.0
2271,50.0,90.0
2272,50.0,90.0
2273,50.0,90.0
2274,60.0,100.0
2275,60.0,100.0
2276,60.0,100.0
2277,60.0,100.0
2278,50.0,100.0
2279,50.0,100.0
2280,40.0,120.0
2281,40.0,120.0
2282,40.0,120.0
2283,40.0,120.0
2284,40.0,120.0
2285,40.0,120.0
2286,50.0,100.0
2287,52.5,100.0
2288,55.0,100.0
2289,57.5,100.0
2290,60.0,100.0
2291,50.0,90.0
2292,50.0,90.0
2293,50.0,90.0
2294,50.0,90.0
2295,50.0,90.0
2296,50.0,90.0
2297,50.0,90.0
2298,60.0,100.0
2299,60.0,100.0
2300,60.0,100.0
2301,60.0,100.0
2302,50.0,100.0
2303,50.0,100.0
2304,40.0,120.0
2305,40.0,120.0
2306,40.0,120.0
2307,40.0,120.0
2308,40.0,120.0
2309,40.0,120.0
2310,50.0,100.0
2311,52.5,100.0
2312,55.0,100.0
2313,57.5,100.0
2314,60.0,100.0
2315,50.0,90.0
2316,50.0,90.0
2317,50.0,90.0
2318,50.0,90.0
2319,50.0,90.0
2320,50.0,90.0
2321,50.0,90.0
2322,60.0,100.0
2323,60.0,100.0
2324,60.0,100.0
2325,60.0,100.0
2326,50.0,100.0
2327,50.0,100.0
2328,40.0,120.0
2329,40.0,120.0
2330,40.0,120.0
2331,40.0,120.0
2332,40.0,120.0
2333,40.0,120.0
2334,50.0,100.0
2335,52.5,100.0
2336,55.0,100.0
2337,57.5,100.0
2338,60.0,100.0
2339,50.0,90.0
2340,50.0,90.0
2341,50.0,90.0
2342,50.0,90.0
2343,50.0,90.0
2344,50.0,90.0
2345,50.0,90.0
2346,60.0,100.0
2347,60.0,100.0
2348,60.0,100.0
2349,60.0,100.0
2350,50.0,100.0
2351,50.0,100.0
2352,40.0,120.0
2353,40.0,120.0
2354,40.0,120.0
2355,40.0,120.0
2356,40.0,120.0
2357,40.0,120.0
2358,50.0,100.0
2359,52.5,100.0
2360,55.0,100.0
2361,57.5,100.0
2362,60.0,100.0
2363,50.0,90.0
2364,50.0,90.0
2365,50.0,90.0
2366,50.0,90.0
2367,50.0,90.0
2368,50.0,90.0
2369,50.0,90.0
2370,60.0,100.0
2371,60.0,100.0
2372,60.0,100.0
2373,60.0,100.0
2374,50.0,100.0
2375,50.0,100.0
2376,40.0,120.0
2377,40.0,120.0
2378,40.0,120.0
2379,40.0,120.0
2380,40.0,120.0
2381,40.0,120.0
2382,50.0,100.0
2383,52.5,100.0
2384,55.0,100.0
2385,57.5,100.0
2386,60.0,100.0
2387,50.0,90.0
2388,50.0,90.0
2389,50.0,90.0
2390,50.0,90.0
2391,50.0,90.0
2392,50.0,90.0
2393,50.0,90.0
2394,60.0,100.0
2395,60.0,100.0
2396,60.0,100.0
2397,60.0,100.0
2398,50.0,100.0
2399,50.0,100.0
2400,40.0,120.0
2401,40.0,120.0
2402,40.0,120.0
2403,40.0,120.0
2404,40.0,120.0
2405,40.0,120.0
2406,50.0,100.0
2407,52.5,100.0
2408,55.0,100.0
2409,57.5,100.0
2410,60.0,100.0
2411,50.0,90.0
2412,50.0,90.0
2413,50.0,90.0
2414,50.0,90.0
2415,50.0,90.0
2416,50.0,90.0
2417,50.0,90.0
2418,60.0,100.0
2419,60.0,100.0
2420,60.0,100.0
2421,60.0,100.0
2422,50.0,100.0
2423,50.0,100.0
2424,40.0,120.0
2425,40.0,120.0
2426,40.0,120.0
2427,40.0,120.0
2428,40.0,120.0
2429,40.0,120.0
2430,50.0,100.0
2431,52.5,100.0
2432,55.0,100.0
2433,57.5,100.0
2434,60.0,100.0
2435,50.0,90.0
2436,50.0,90.0
2437,50.0,90.0
2438,50.0,90.0
2439,50.0,90.0
2440,50.0,90.0
2441,50.0,90.0
2442,60.0,100.0
2443,60.0,100.0
2444,60.0,100.0
2445,60.0,100.0
2446,50.0,100.0
2447,50.0,100.0
2448,40.0,120.0
2449,40.0,120.0
2450,40.0,120.0
2451,40.0,120.0
2452,40.0,120.0
2453,40.0,120.0
2454,50.0,100.0
2455,52.5,100.0
2456,55.0,100.0
2457,57.5,100.0
2458,60.0,100.0
2459,50.0,90.0
2460,50.0,90.0
2461,50.0,90.0
2462,50.0,90.0
2463,50.0,90.0
2464,50.0,90.0
2465,50.0,90.0
2466,60.0,100.0
2467,60.0,100.0
2468,60.0,100.0
2469,60.0,100.0
2470,50.0,100.0
2471,50.0,100.0
2472,40.0,120.0
2473,40.0,120.0
2474,40.0,120.0
2475,40.0,120.0
2476,40.0,120.0
2477,40.0,120.0
2478,50.0,100.0
2479,52.5,100.0
2480,55.0,100.0
2481,57.5,100.0
2482,60.0,100.0
2483,50.0,90.0
2484,50.0,90.0
2485,50.0,90.0
2486,50.0,90.0
2487,50.0,90.0
2488,50.0,90.0
2489,50.0,90.0
2490,60.0,100.0
2491,60.0,100.0
2492,60.0,100.0
2493,60.0,100.0
2494,50.0,100.0
2495,50.0,100.0
2496,40.0,120.0
2497,40.0,120.0
2498,40.0,120.0
2499,40.0,120.0
2500,40.0,120.0
2501,40.0,120.0
2502,50.0,100.0
2503,52.5,100.0
2504,55.0,100.0
2505,57.5,100.0
2506,60.0,100.0
2507,50.0,90.0
2508,50.0,90.0
2509,50.0,90.0
2510,50.0,90.0
2511,50.0,90.0
2512,50.0,90.0
2513,50.0,90.0
2514,60.0,100.0
2515,60.0,100.0
2516,60.0,100.0
2517,60.0,100.0
2518,50.0,100.0
2519,50.0,100.0
2520,40.0,120.0
2521,40.0,120.0
2522,40.0,120.0
2523,40.0,120.0
2524,40.0,120.0
2525,40.0,120.0
2526,50.0,100.0
2527,52.5,100.0
2528,55.0,100.0
2529,57.5,100.0
2530,60.0,100.0
2531,50.0,90.0
2532,50.0,90.0
2533,50.0,90.0
2534,50.0,90.0
2535,50.0,90.0
2536,50.0,90.0
2537,50.0,90.0
2538,60.0,100.0
2539,60.0,100.0
2540,60.0,100.0
2541,60.0,100.0
2542,50.0,100.0
2543,50.0,100.0
2544,40.0,120.0
2545,40.0,120.0
2546,40.0,120.0
2547,40.0,120.0
2548,40.0,120.0
2549,40.0,120.0
2550,50.0,100.0
2551,52.5,100.0
2552,55.0,100.0
2553,57.5,100.0
2554,60.0,100.0
2555,50.0,90.0
2556,50.0,90.0
2557,50.0,90.0
2558,50.0,90.0
2559,50.0,90.0
2560,50.0,90.0
2561,50.0,90.0
2562,60.0,100.0
2563,60.0,100.0
2564,60.0,100.0
2565,60.0,100.0
2566,50.0,100.0
2567,50.0,100.0
2568,40.0,120.0
2569,40.0,120.0
2570,40.0,120.0
2571,40.0,120.0
2572,40.0,120.0
2573,40.0,120.0
2574,50.0,100.0
2575,52.5,100.0
2576,55.0,100.0
2577,57.5,100.0
2578,60.0,100.0
2579,50.0,90.0
2580,50.0,90.0
2581,50.0,90.0
2582,50.0,90.0
2583,50.0,90.0
2584,50.0,90.0
2585,50.0,90.0
2586,60.0,100.0
2587,60.0,100.0
2588,60.0,100.0
2589,60.0,100.0
2590,50.0,100.0
2591,50.0,100.0
2592,40.0,120.0
2593,40.0,120.0
2594,40.0,120.0
2595,40.0,120.0
2596,40.0,120.0
2597,40.0,120.0
2598,50.0,100.0
2599,52.5,100.0
2600,55.0,100.0
2601,57.5,100.0
2602,60.0,100.0
2603,50.0,90.0
2604,50.0,90.0
2605,50.0,90.0
2606,50.0,90.0
2607,50.0,90.0
2608,50.0,90.0
2609,50.0,90.0
2610,60.0,100.0
2611,60.0,100.0
2612,60.0,100.0
2613,60.0,100.0
2614,50.0,100.0
2615,50.0,100.0
2616,40.0,120.0
2617,40.0,120.0
2618,40.0,120.0
2619,40.0,120.0
2620,40.0,120.0
2621,40.0,120.0
2622,50.0,100.0
2623,52.5,100.0
2624,55.0,100.0
2625,57.5,100.0
2626,60.0,100.0
2627,50.0,90.0
2628,50.0,90.0
2629,50.0,90.0
2630,50.0,90.0
